TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysBetweenTransaction,Cluster
420.76,Debit,Miami,Branch,51.0,Retired,76.0,1.0,6581.55,619.0,0
408.46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,613.0,0
1162.42,Credit,Detroit,Online,30.0,Doctor,45.0,1.0,10357.26,438.0,0
342.17,Credit,New York,Branch,21.0,Student,247.0,1.0,461.8299999999999,325.0,1
580.71,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,410.0,0
821.54,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.32,439.0,0
253.47,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51000000000022,508.0,1
22.810000000000002,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,524.0,0
266.57,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,489.0,0
374.61,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,432.0,0
339.35,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,639.0,0
810.3600000000001,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,656.0,1
9.829999999999984,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.4200000000001,468.0,1
135.57,Credit,Boston,Branch,51.0,Doctor,116.0,1.0,11351.64,508.0,0
340.05,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,373.0,0
283.45,Debit,Chicago,Branch,27.0,Engineer,127.0,1.0,2049.51,383.0,1
100.99000000000001,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,524.0,0
90.88,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.47,622.0,1
655.15,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,671.0,0
320.55,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,552.0,0
41.50999999999999,Debit,Phoenix,Online,28.0,Student,47.999999999999986,1.0,609.6000000000004,396.0,1
71.52999999999997,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,370.0,0
467.13,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,402.0,0
235.4,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999997,404.0,1
159.32,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.4399999999996,657.0,1
50.829999999999984,Credit,Philadelphia,Online,30.0,Doctor,47.999999999999986,1.0,9553.42,321.0,0
56.889999999999986,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,639.0,0
20.21999999999997,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,604.0,0
50.400000000000006,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,587.0,0
73.88,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,545.0,0
119.60999999999999,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,600.0,0
1241.05,Debit,Miami,Branch,18.0,Student,129.0,1.0,756.7399999999998,348.0,1
116.57999999999998,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,430.0,0
1919.11,Debit,Portland,ATM,30.0,Doctor,161.0,1.0,11090.24,495.0,0
391.96,Debit,Nashville,ATM,64.0,Retired,79.0,1.0,2174.16,503.0,0
156.26,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.1,671.0,0
427.0,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,461.0,0
443.68,Debit,Tucson,ATM,18.0,Student,137.0,1.0,874.1499999999996,558.0,1
101.75999999999999,Debit,Philadelphia,Branch,31.0,Doctor,26.0,1.0,6043.25,622.0,0
67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,444.0,0
326.29,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,333.0,0
158.56,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,614.0,0
56.02000000000004,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,503.0,1
288.28,Debit,Portland,Online,27.0,Student,36.0,1.0,160.82999999999993,656.0,1
245.67,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.25,671.0,1
152.18,Credit,Los Angeles,Online,39.0,Engineer,176.0,4.0,2459.84,454.0,0
114.35,Credit,El Paso,Branch,41.0,Engineer,20.999999999999986,1.0,469.1199999999999,342.0,0
373.27,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,474.0,0
504.63,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,356.0,0
126.22,Debit,Atlanta,ATM,46.0,Engineer,77.0,4.0,6133.41,549.0,0
820.1500000000001,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,321.0,0
986.81,Credit,Houston,Online,68.0,Doctor,127.0,1.0,14881.77,583.0,0
8.370000000000005,Debit,Chicago,ATM,63.0,Retired,135.0,1.0,1106.3400000000001,661.0,0
197.49,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,489.0,0
637.97,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,377.0,0
13.519999999999982,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77000000000044,538.0,1
432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,594.0,0
375.17,Debit,Fort Worth,ATM,51.0,Engineer,66.0,2.0,5495.3,514.0,0
642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,625.0,0
78.44,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,348.0,0
139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,657.0,0
499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,459.0,0
10.069999999999993,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.8099999999995,656.0,1
120.62,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,615.0,1
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,384.0,0
119.30000000000001,Debit,Mesa,Branch,34.0,Engineer,22.0,5.0,319.03999999999996,433.0,0
280.92,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,307.0,0
42.420000000000016,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.5699999999997,521.0,1
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,503.0,0
22.589999999999975,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,587.0,0
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,391.0,0
25.939999999999998,Credit,San Jose,Online,58.0,Retired,211.0,5.0,4815.11,384.0,0
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,454.0,0
733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,5.0,10427.0,599.0,0
350.15,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47000000000025,342.0,1
1151.18,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.0599999999995,436.0,0
183.67,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.2600000000002,496.0,1
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,573.0,0
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,418.0,0
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,342.0,0
365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8900000000003,608.0,1
211.1,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,416.0,0
21.49000000000001,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,549.0,0
63.579999999999984,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,419.0,1
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,468.0,0
12.110000000000014,Debit,Jacksonville,Branch,75.0,Retired,127.0,1.0,1730.2799999999997,327.0,0
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,543.0,0
210.45,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.4899999999998,328.0,1
313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.3599999999997,643.0,0
99.75999999999999,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.8900000000003,454.0,1
115.32,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,467.0,0
33.610000000000014,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.0799999999999,440.0,1
498.59,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,643.0,0
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1000000000004,426.0,1
1.8700000000000045,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,380.0,0
78.92000000000002,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,507.0,0
194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,650.0,0
28.730000000000018,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,369.0,0
105.53,Debit,Chicago,Online,24.0,Student,88.0,1.0,1433.6599999999999,506.0,1
737.34,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,594.0,0
237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.6300000000001,636.0,1
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,466.0,0
75.53,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,440.0,1
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,552.0,0
39.110000000000014,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,429.0,1
1309.79,Debit,San Francisco,ATM,23.0,Student,139.0,1.0,1258.9300000000003,608.0,1
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,355.0,0
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,466.0,0
504.71,Debit,Detroit,Online,29.0,Engineer,61.0,1.0,6214.54,573.0,0
371.47,Credit,Milwaukee,Branch,24.0,Student,58.0,1.0,1187.04,523.0,1
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.89999999999964,622.0,0
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,538.0,0
121.70999999999998,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,425.0,0
98.87,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.1999999999998,670.0,1
117.55000000000001,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.9400000000005,534.0,1
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,621.0,0
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,335.0,0
1092.73,Debit,Columbus,Branch,58.0,Retired,11.0,1.0,1390.98,650.0,0
283.23,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.77,636.0,0
346.65,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,307.0,0
381.62,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,646.0,0
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.85,621.0,0
29.21999999999997,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.4300000000003,486.0,1
46.75,Debit,Chicago,Branch,67.0,Retired,150.0,1.0,2840.43,461.0,0
348.64,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,513.0,0
319.17,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,662.0,0
73.94999999999999,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.9200000000001,366.0,1
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,626.0,0
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.5299999999997,598.0,1
199.84,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.4400000000005,657.0,1
56.349999999999994,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,633.0,0
248.95,Credit,San Francisco,Branch,65.0,Retired,29.0,1.0,3059.79,506.0,0
142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,503.0,0
1020.73,Debit,Fort Worth,ATM,28.0,Student,87.0,1.0,1119.6099999999992,468.0,1
84.34,Debit,Memphis,Online,58.0,Retired,248.0,3.0,5313.97,514.0,0
1607.55,Debit,Phoenix,ATM,31.0,Engineer,156.0,1.0,6227.99,423.0,0
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,339.0,0
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.0699999999997,479.0,0
236.81,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.6800000000003,374.0,1
417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.8199999999997,496.0,1
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,454.0,0
384.1,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.79,529.0,0
820.6200000000001,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,611.0,0
474.77,Credit,Indianapolis,Online,56.0,Engineer,50.0,1.0,2158.59,314.0,0
542.72,Credit,Indianapolis,Branch,43.0,Doctor,92.0,1.0,6011.8,426.0,0
79.80000000000001,Debit,Fort Worth,ATM,73.0,Retired,76.0,1.0,6372.58,317.0,0
46.24000000000001,Debit,San Diego,Branch,57.0,Engineer,52.0,1.0,2569.56,601.0,0
327.8,Debit,San Francisco,ATM,61.0,Doctor,54.0,1.0,10585.48,346.0,0
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999998,485.0,0
55.889999999999986,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,444.0,0
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.1599999999999,633.0,1
101.19,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,340.0,0
827.1400000000001,Debit,El Paso,Branch,36.0,Engineer,265.0,4.0,9800.21,656.0,0
61.97,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,531.0,0
27.20999999999998,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,508.0,0
173.74,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,422.0,0
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,451.0,0
88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,359.0,0
567.92,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.47,502.0,0
138.11,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,328.0,0
456.93,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,404.0,0
101.42000000000002,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,558.0,0
300.61,Debit,El Paso,Online,44.0,Doctor,51.0,1.0,7895.54,552.0,0
265.94,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,517.0,0
345.54,Debit,San Diego,Online,29.0,Engineer,50.0,1.0,2091.78,649.0,1
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,663.0,0
111.20999999999998,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,440.0,0
316.37,Debit,Chicago,ATM,53.0,Engineer,86.0,1.0,4671.69,433.0,0
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.73,319.0,0
92.36000000000001,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,587.0,0
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,419.0,0
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.2399999999998,444.0,0
253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,5.0,2797.26,662.0,0
408.28,Credit,Nashville,Branch,21.0,Student,125.0,3.0,1222.77,599.0,1
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.04,517.0,0
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,447.0,0
51.06999999999999,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,650.0,0
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.82,310.0,0
74.73000000000002,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,643.0,0
182.79,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,375.0,1
628.36,Debit,Austin,Online,44.0,Doctor,108.0,1.0,11869.71,653.0,0
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,621.0,0
362.27,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,542.0,0
560.15,Credit,Memphis,Online,50.0,Engineer,92.0,1.0,817.8299999999999,447.0,0
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,2.0,3663.64,510.0,0
132.36,Debit,Chicago,Branch,28.0,Student,160.0,1.0,319.64999999999964,601.0,1
24.769999999999982,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.22999999999956,368.0,0
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,4.0,13446.81,362.0,0
80.24000000000001,Credit,New York,Branch,53.0,Doctor,58.0,1.0,8012.81,534.0,0
8.649999999999977,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,349.0,0
178.91,Debit,Omaha,ATM,18.0,Student,19.0,1.0,8870.89,599.0,1
115.22,Debit,San Francisco,Branch,27.0,Engineer,108.0,1.0,906.1999999999998,331.0,1
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,314.0,0
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,332.0,0
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,552.0,0
280.99,Debit,Houston,Branch,45.0,Engineer,29.0,1.0,9733.59,622.0,0
24.189999999999998,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,634.0,0
586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,446.0,0
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,503.0,0
63.170000000000016,Debit,Fresno,ATM,20.0,Student,148.0,1.0,1676.5699999999997,467.0,1
383.69,Debit,Chicago,Online,54.0,Engineer,285.0,1.0,8371.11,369.0,0
247.17,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,531.0,0
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.0599999999995,450.0,1
4.149999999999977,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,381.0,0
60.99000000000001,Debit,Oklahoma City,Branch,34.0,Engineer,58.0,1.0,7281.46,460.0,0
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,324.0,0
524.6,Debit,El Paso,Branch,58.0,Doctor,76.0,1.0,13017.7,576.0,0
108.95999999999998,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.66,390.0,1
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,321.0,0
124.84,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,408.0,0
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,487.0,0
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,559.0,0
157.7,Credit,Omaha,Branch,58.0,Engineer,46.0,1.0,8332.58,338.0,0
81.26999999999998,Credit,Seattle,Online,22.0,Student,68.0,1.0,1814.48,362.0,1
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.77,563.0,0
16.730000000000018,Debit,Omaha,Online,79.0,Retired,165.0,1.0,7591.13,339.0,0
474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,451.0,0
39.20999999999998,Debit,Miami,ATM,66.0,Doctor,245.0,4.0,9385.57,543.0,0
637.75,Debit,Dallas,Branch,79.0,Retired,152.0,1.0,4202.92,468.0,0
153.59,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,549.0,0
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,375.0,1
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,545.0,1
226.66,Debit,Austin,Branch,41.0,Doctor,168.0,1.0,10216.25,312.0,0
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.8299999999999,388.0,1
233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,657.0,0
793.13,Debit,Memphis,Online,68.0,Doctor,76.0,1.0,13389.16,543.0,0
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,409.0,0
214.83,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.6900000000005,594.0,1
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,422.0,0
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.0299999999997,338.0,0
23.399999999999977,Debit,El Paso,ATM,46.0,Doctor,175.0,4.0,14851.28,634.0,0
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,601.0,0
259.9,Debit,Oklahoma City,Online,26.0,Student,100.0,1.0,914.2799999999997,500.0,1
59.50999999999999,Credit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,579.0,0
50.629999999999995,Debit,Columbus,Online,64.0,Retired,143.0,1.0,4732.81,529.0,0
1074.95,Debit,Jacksonville,Branch,20.0,Student,91.0,1.0,530.8599999999997,520.0,1
112.93999999999997,Credit,San Antonio,Online,73.0,Retired,31.0,1.0,3807.84,345.0,0
11.810000000000002,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,615.0,1
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,355.0,0
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,363.0,0
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,653.0,1
141.8,Debit,Chicago,ATM,18.0,Student,116.0,1.0,1697.67,354.0,1
209.03,Debit,Detroit,Branch,55.0,Engineer,126.0,1.0,8359.5,391.0,0
1137.63,Debit,Baltimore,ATM,26.0,Student,144.0,1.0,1629.12,628.0,1
261.14,Debit,San Antonio,ATM,42.0,Engineer,162.0,1.0,6100.08,538.0,0
101.81,Debit,Fort Worth,ATM,45.0,Doctor,105.0,1.0,13872.03,493.0,0
98.70999999999998,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,412.0,0
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.9899999999998,611.0,1
83.38999999999999,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,412.0,0
267.55,Debit,Charlotte,Online,46.0,Engineer,40.000000000000014,1.0,4330.04,509.0,0
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.25,430.0,0
154.32,Credit,Tucson,ATM,38.0,Engineer,269.0,1.0,6972.5,307.0,0
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,517.0,0
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,489.0,0
103.75999999999999,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,585.0,0
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,460.0,0
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,671.0,0
53.50999999999999,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,374.0,0
1108.4599999999998,Debit,Los Angeles,Branch,30.0,Engineer,262.0,1.0,9257.04,430.0,0
52.94999999999999,Credit,Charlotte,Online,68.0,Retired,14.0,1.0,6335.58,454.0,0
120.17000000000002,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,453.0,0
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,424.0,0
119.00999999999999,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,601.0,0
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42000000000007,543.0,1
858.8800000000001,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,439.0,0
11.45999999999998,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,629.0,0
61.370000000000005,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,636.0,0
103.07999999999998,Credit,Milwaukee,Branch,49.0,Engineer,150.0,1.0,9251.38,615.0,0
1.2099999999999795,Debit,Atlanta,Branch,55.0,Retired,196.0,1.0,7542.74,440.0,0
425.18,Credit,Chicago,Online,26.0,Engineer,172.0,1.0,9880.71,396.0,0
60.96000000000001,Debit,Chicago,ATM,52.0,Retired,238.0,1.0,6189.24,377.0,0
64.20999999999998,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,664.0,0
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,534.0,0
50.25999999999999,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,360.0,0
110.07999999999996,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.2600000000002,349.0,1
54.47,Credit,Philadelphia,Branch,23.0,Student,34.0,1.0,1131.4199999999996,356.0,1
79.75999999999999,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,580.0,0
16.79000000000002,Credit,Detroit,Online,30.0,Doctor,146.0,1.0,535.1499999999996,363.0,0
1531.31,Debit,San Diego,Online,18.0,Student,62.0,4.0,859.8599999999997,377.0,1
68.61999999999998,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,493.0,0
157.16,Debit,New York,Branch,20.0,Student,280.0,1.0,1545.77,601.0,1
643.3800000000001,Credit,Detroit,Online,18.0,Student,105.0,1.0,1046.7399999999993,363.0,1
328.34,Credit,San Diego,Online,42.0,Engineer,31.0,1.0,2840.45,388.0,0
72.68,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,471.0,0
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,536.0,0
793.88,Credit,Los Angeles,ATM,22.0,Student,252.0,1.0,1404.06,620.0,1
29.21999999999997,Debit,Detroit,ATM,27.0,Engineer,69.0,1.0,7795.79,615.0,0
653.97,Debit,Miami,Online,37.0,Engineer,100.0,1.0,3886.65,396.0,0
366.43,Credit,Portland,Online,21.0,Student,92.0,1.0,1560.4499999999998,643.0,1
120.86000000000001,Debit,Chicago,Online,33.0,Doctor,162.0,4.0,13566.58,353.0,0
233.74,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,629.0,0
471.8399999999999,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,401.0,1
213.4,Credit,Fort Worth,Branch,73.0,Retired,100.0,1.0,2012.2399999999998,447.0,0
254.21,Debit,Phoenix,ATM,48.0,Engineer,46.0,1.0,2487.2,531.0,0
577.73,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,359.0,0
170.26,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,405.0,1
337.73,Debit,San Antonio,Online,78.0,Retired,107.0,4.0,7001.2,530.0,0
330.61,Credit,Nashville,Branch,64.0,Retired,113.0,1.0,2525.25,486.0,0
132.33,Credit,Phoenix,ATM,35.0,Engineer,47.0,1.0,7457.94,359.0,0
